PROKKA_MOD_PART0_00001	WP_066153451.1	82.3	271	48	0	1	271	179	449	6.7e-131	475.7
PROKKA_MOD_PART0_00001	WP_056663091.1	81.5	271	50	0	1	271	179	449	8.7e-131	475.3
PROKKA_MOD_PART0_00001	WP_009516566.1	82.7	271	47	0	1	271	179	449	1.5e-130	474.6
PROKKA_MOD_PART0_00001	WP_069902722.1	82.7	271	47	0	1	271	179	449	1.5e-130	474.6
PROKKA_MOD_PART0_00001	WP_056898422.1	81.5	271	50	0	1	271	179	449	1.5e-130	474.6
PROKKA_MOD_PART0_00001	WP_070399063.1	82.3	271	48	0	1	271	179	449	3.3e-130	473.4
PROKKA_MOD_PART0_00001	WP_044401556.1	80.8	271	52	0	1	271	179	449	5.7e-130	472.6
PROKKA_MOD_PART0_00001	WP_066252936.1	81.5	271	50	0	1	271	179	449	5.7e-130	472.6
PROKKA_MOD_PART0_00001	OGB14015.1	81.9	271	49	0	1	271	179	449	5.7e-130	472.6
PROKKA_MOD_PART0_00001	WP_066695795.1	80.8	271	52	0	1	271	179	449	5.7e-130	472.6
PROKKA_MOD_PART0_00001	WP_056267886.1	81.9	271	49	0	1	271	179	449	7.4e-130	472.2
PROKKA_MOD_PART0_00001	WP_005797869.1	80.8	271	52	0	1	271	179	449	9.6e-130	471.9
PROKKA_MOD_PART0_00001	WP_066266942.1	81.9	271	49	0	1	271	179	449	9.6e-130	471.9
PROKKA_MOD_PART0_00001	WP_019430240.1	81.9	271	49	0	1	271	179	449	1.3e-129	471.5
PROKKA_MOD_PART0_00001	WP_060985128.1	81.2	271	51	0	1	271	179	449	1.6e-129	471.1
PROKKA_MOD_PART0_00001	WP_057201710.1	81.5	271	50	0	1	271	179	449	1.6e-129	471.1
PROKKA_MOD_PART0_00001	WP_069104882.1	80.1	271	54	0	1	271	179	449	1.6e-129	471.1
PROKKA_MOD_PART0_00001	WP_068167311.1	81.5	271	50	0	1	271	179	449	1.6e-129	471.1
PROKKA_MOD_PART0_00001	WP_055395037.1	81.2	271	51	0	1	271	179	449	2.1e-129	470.7
PROKKA_MOD_PART0_00001	XP_010911665.1	81.5	271	50	0	1	271	117	387	2.1e-129	470.7
PROKKA_MOD_PART0_00001	ODS79942.1	80.8	271	52	0	1	271	179	449	2.1e-129	470.7
PROKKA_MOD_PART0_00001	WP_063458980.1	80.8	271	52	0	1	271	179	449	2.1e-129	470.7
PROKKA_MOD_PART0_00001	WP_069047913.1	81.5	271	50	0	1	271	179	449	2.1e-129	470.7
PROKKA_MOD_PART0_00001	OGA75838.1	81.5	271	50	0	1	271	179	449	2.8e-129	470.3
PROKKA_MOD_PART0_00001	WP_056637364.1	80.8	271	52	0	1	271	179	449	2.8e-129	470.3
PROKKA_MOD_PART0_00001	WP_056066345.1	80.8	271	52	0	1	271	179	449	2.8e-129	470.3
PROKKA_MOD_PART0_00001	WP_010466452.1	80.8	271	52	0	1	271	179	449	3.7e-129	469.9
PROKKA_MOD_PART0_00001	WP_054255416.1	79.7	271	55	0	1	271	179	449	3.7e-129	469.9
PROKKA_MOD_PART0_00001	WP_008904757.1	80.4	271	53	0	1	271	179	449	3.7e-129	469.9
PROKKA_MOD_PART0_00001	SDC85955.1	80.4	271	53	0	1	271	179	449	4.8e-129	469.5
PROKKA_MOD_PART0_00001	WP_010100010.1	80.1	271	54	0	1	271	179	449	4.8e-129	469.5
PROKKA_MOD_PART0_00001	WP_015015628.1	80.4	271	53	0	1	271	179	449	6.3e-129	469.2
PROKKA_MOD_PART0_00001	WP_056184953.1	80.4	271	53	0	1	271	179	449	6.3e-129	469.2
PROKKA_MOD_PART0_00001	SDZ85992.1	80.4	271	53	0	1	271	179	449	8.2e-129	468.8
PROKKA_MOD_PART0_00001	WP_066091116.1	81.2	271	51	0	1	271	179	449	8.2e-129	468.8
PROKKA_MOD_PART0_00001	WP_062406210.1	81.2	271	51	0	1	271	179	449	8.2e-129	468.8
PROKKA_MOD_PART0_00001	WP_007861132.1	81.2	271	51	0	1	271	179	449	8.2e-129	468.8
PROKKA_MOD_PART0_00001	WP_026437914.1	80.1	271	54	0	1	271	179	449	1.1e-128	468.4
PROKKA_MOD_PART0_00001	SFF11663.1	80.1	271	54	0	1	271	179	449	1.1e-128	468.4
PROKKA_MOD_PART0_00001	WP_024812848.1	80.4	271	53	0	1	271	179	449	1.4e-128	468.0
PROKKA_MOD_PART0_00001	WP_053170498.1	80.4	271	53	0	1	271	179	449	1.8e-128	467.6
PROKKA_MOD_PART0_00001	SDP93798.1	80.8	271	52	0	1	271	179	449	1.8e-128	467.6
PROKKA_MOD_PART0_00001	WP_043703856.1	80.1	271	54	0	1	271	179	449	1.8e-128	467.6
PROKKA_MOD_PART0_00001	CBA27190.1	80.8	271	52	0	1	271	179	449	2.4e-128	467.2
PROKKA_MOD_PART0_00001	WP_029709426.1	80.4	271	53	0	1	271	179	449	3.1e-128	466.8
PROKKA_MOD_PART0_00001	OGB06779.1	80.8	271	52	0	1	271	179	449	4.1e-128	466.5
PROKKA_MOD_PART0_00001	ODU60179.1	79.7	271	55	0	1	271	179	449	4.1e-128	466.5
PROKKA_MOD_PART0_00001	WP_019577108.1	80.8	271	52	0	1	271	179	449	5.3e-128	466.1
PROKKA_MOD_PART0_00001	WP_027478251.1	80.8	271	52	0	1	271	179	449	5.3e-128	466.1
PROKKA_MOD_PART0_00001	WP_047506632.1	79.7	271	55	0	1	271	179	449	1.5e-127	464.5
PROKKA_MOD_PART0_00001	ODS68789.1	80.1	271	54	0	1	271	179	449	1.5e-127	464.5
PROKKA_MOD_PART0_00001	WP_028605907.1	79.7	271	55	0	1	271	179	449	1.5e-127	464.5
PROKKA_MOD_PART0_00001	WP_056203555.1	80.1	271	54	0	1	271	179	449	1.5e-127	464.5
PROKKA_MOD_PART0_00001	OGO99378.1	80.1	271	54	0	1	271	179	449	2.6e-127	463.8
PROKKA_MOD_PART0_00001	WP_045267338.1	80.2	273	52	1	1	271	179	451	2.6e-127	463.8
PROKKA_MOD_PART0_00001	OGB47595.1	80.4	271	53	0	1	271	179	449	2.6e-127	463.8
PROKKA_MOD_PART0_00001	WP_019426457.1	79.7	271	55	0	1	271	179	449	3.4e-127	463.4
PROKKA_MOD_PART0_00001	WP_055900829.1	79.7	271	55	0	1	271	179	449	3.4e-127	463.4
PROKKA_MOD_PART0_00001	WP_045532033.1	80.4	271	53	0	1	271	179	449	4.5e-127	463.0
PROKKA_MOD_PART0_00001	OGO97318.1	78.2	271	59	0	1	271	179	449	4.5e-127	463.0
PROKKA_MOD_PART0_00001	WP_017759071.1	81.2	271	51	0	1	271	179	449	4.5e-127	463.0
PROKKA_MOD_PART0_00001	WP_056806226.1	79.3	271	56	0	1	271	179	449	4.5e-127	463.0
PROKKA_MOD_PART0_00001	WP_047585951.1	79.3	271	56	0	1	271	179	449	4.5e-127	463.0
PROKKA_MOD_PART0_00001	WP_056461448.1	79.0	271	57	0	1	271	179	449	4.5e-127	463.0
PROKKA_MOD_PART0_00001	WP_047493557.1	79.3	271	56	0	1	271	179	449	4.5e-127	463.0
PROKKA_MOD_PART0_00001	WP_056874166.1	79.7	271	55	0	1	271	179	449	4.5e-127	463.0
PROKKA_MOD_PART0_00001	ODU98964.1	79.3	271	56	0	1	271	179	449	5.9e-127	462.6
PROKKA_MOD_PART0_00001	WP_029462364.1	80.4	271	53	0	1	271	179	449	5.9e-127	462.6
PROKKA_MOD_PART0_00001	OGB72620.1	79.7	271	55	0	1	271	179	449	5.9e-127	462.6
PROKKA_MOD_PART0_00001	WP_068831404.1	80.4	271	53	0	1	271	179	449	5.9e-127	462.6
PROKKA_MOD_PART0_00001	WP_011465624.1	79.3	271	56	0	1	271	179	449	5.9e-127	462.6
PROKKA_MOD_PART0_00001	WP_027994323.1	79.7	271	55	0	1	271	179	449	7.6e-127	462.2
PROKKA_MOD_PART0_00001	WP_066701931.1	78.6	271	58	0	1	271	179	449	7.6e-127	462.2
PROKKA_MOD_PART0_00001	WP_056665883.1	79.3	271	56	0	1	271	179	449	1.0e-126	461.8
PROKKA_MOD_PART0_00001	KJS70295.1	80.1	271	54	0	1	271	179	449	1.0e-126	461.8
PROKKA_MOD_PART0_00001	WP_068608472.1	78.6	271	58	0	1	271	179	449	1.0e-126	461.8
PROKKA_MOD_PART0_00001	WP_058639990.1	81.5	271	50	0	1	271	179	449	1.0e-126	461.8
PROKKA_MOD_PART0_00001	OGB33276.1	79.3	271	56	0	1	271	179	449	1.3e-126	461.5
PROKKA_MOD_PART0_00001	WP_057673847.1	78.6	271	58	0	1	271	179	449	1.3e-126	461.5
PROKKA_MOD_PART0_00001	WP_011806733.1	79.7	271	55	0	1	271	179	449	1.7e-126	461.1
PROKKA_MOD_PART0_00001	SFU98090.1	80.4	271	53	0	1	271	179	449	1.7e-126	461.1
PROKKA_MOD_PART0_00001	WP_027101818.1	79.0	271	57	0	1	271	179	449	2.2e-126	460.7
PROKKA_MOD_PART0_00001	WP_058720671.1	78.2	271	59	0	1	271	179	449	2.2e-126	460.7
PROKKA_MOD_PART0_00001	XP_018013264.1	79.3	271	56	0	1	271	117	387	2.2e-126	460.7
PROKKA_MOD_PART0_00001	WP_056660245.1	79.0	271	57	0	1	271	179	449	2.2e-126	460.7
PROKKA_MOD_PART0_00001	WP_050716243.1	80.7	269	52	0	3	271	181	449	2.9e-126	460.3
PROKKA_MOD_PART0_00001	SDC65807.1	79.3	271	56	0	1	271	179	449	2.9e-126	460.3
PROKKA_MOD_PART0_00001	WP_045536064.1	80.1	271	54	0	1	271	179	449	3.8e-126	459.9
PROKKA_MOD_PART0_00001	WP_003068932.1	80.5	266	52	0	1	266	179	444	3.8e-126	459.9
PROKKA_MOD_PART0_00001	KGH11682.1	80.5	266	52	0	1	266	174	439	3.8e-126	459.9
PROKKA_MOD_PART0_00001	WP_011482054.1	80.8	271	52	0	1	271	179	449	3.8e-126	459.9
PROKKA_MOD_PART0_00001	WP_011830783.1	77.9	271	60	0	1	271	179	449	5.0e-126	459.5
PROKKA_MOD_PART0_00001	WP_007864860.1	80.1	271	54	0	1	271	179	449	5.0e-126	459.5
PROKKA_MOD_PART0_00001	WP_054155731.1	77.9	271	60	0	1	271	179	449	5.0e-126	459.5
PROKKA_MOD_PART0_00001	WP_011809257.1	78.6	271	58	0	1	271	179	449	5.0e-126	459.5
PROKKA_MOD_PART0_00001	WP_054019321.1	78.2	271	59	0	1	271	179	449	5.0e-126	459.5
PROKKA_MOD_PART0_00001	WP_054138333.1	78.2	271	59	0	1	271	179	449	5.0e-126	459.5
